12176,Canadian National Railway Co,Canadian National Railway,13768,2016-01-01 00:00:00.000
7739,The Canadian Network Of Dance Presenters Candance - Candanse Le Reseau Canadien Des Diffuseurs De Danse,Canadian Network Dance Presenters Candance Candanse Le Reseau Canadien Des Diffuseurs Danse,8912,2018-01-01 14:39:36.717
8092,Canadian Network For Respiratory Care/Réseau Canadien Pour Les Soins Respiratoires,Canadian Network Respiratory Careréseau Canadien Pour Les Soins Respiratoires,9298,2018-01-01 14:39:36.717
9254,Canadian Network Of Toxicology Centres,Canadian Network Toxicology,10581,2018-01-01 14:39:36.717
7379,Canadian Network Of Women'S Shelters And Transition Houses,Canadian Network Womens Shelters Transition Houses,9811,2018-01-01 14:39:36.717
11018,Alliance For Canadian New Music Projects,Canadian New Music Projects,12544,2018-01-01 14:39:36.717
12171,Canadian Niagara Hotels Inc,Canadian Niagara,13763,2016-01-01 00:00:00.000
9801,Canadian Non-Theatrical Film And Video Corporation,Canadian Nontheatrical Film Video,11197,2018-01-01 14:39:36.717
12687,Canadian Nuclear Laboratories Ltd,Canadian Nuclear,14407,2017-03-01 00:00:00.000
12687,Canadian Nuclear Laboratories,Canadian Nuclear,14598,2018-02-01 00:00:00.000
12264,Canadian Nuclear Laboratories (Cnl),Canadian Nuclear Cnl,13874,2016-01-01 00:00:00.000
12687,Canadian Nuclear Laboratories (Cnl),Canadian Nuclear Cnl,14624,2018-04-01 00:00:00.000
12793,Canadian Nuclear Safety Commission,Canadian Nuclear Safety,14574,2017-11-01 00:00:00.000
8306,Canadian Association For Numismatic Education / Association Canadienne Pour L'Education Numismatique,Canadian Numismatic Education Canadienne Pour Leducation Numismatique,9535,2018-01-01 14:39:36.717
6690,Canadian Nurses Foundation - Fondation Des Infirmieres Et Infirmiers Du Canada,Canadian Nurses Fondation Des Infirmieres Et Infirmiers Canada,7757,2018-01-01 14:39:36.717
11264,Canadian Association Of Nurses Inaids Care (Canac) / Association Canadienne Des Infirmieres Et Infirmiers En Sidologie (Aciis),Canadian Nurses Inaids Care Canadienne Des Infirmieres Et Infirmiers En Sidologie Canac Aciis,12801,2018-01-01 14:39:36.717
2707,Canadian Centre For Occupational Health And Safety,Canadian Occupational Health Safety,3003,2018-01-01 14:39:36.717
8287,Canadian Occupational Therapy Foundation La Fondation Canadienne D'Ergotherapie,Canadian Occupational Therapy La Fondation Canadienne Dergotherapie,9513,2018-01-01 14:39:36.717
5420,Canadian Olympic Foundation/ Fondation Olympique Canadienne,Canadian Olympic Fondation Olympique Canadienne,6368,2018-01-01 14:39:36.717
9798,Canadian Council On International Law - Conseil Canadien De Droit International,Canadian On Conseil Canadien Droit,11194,2018-01-01 14:39:36.717
10780,Canadian Association On Gerontology - Association Canadienne De Gerontologie,Canadian On Gerontology Canadienne Gerontologie,12277,2018-01-01 14:39:36.717
3517,Canadian Council On Rehabilitation And Work/Conseil Can De La Readaptation Et Du Travail,Canadian On Rehabilitation Workconseil Can La Readaptation Et Travail,4151,2018-01-01 14:39:36.717
5781,The Canadian Council On Social Development-Le Conseil Canadien De Developpement Social,Canadian On Social Developmentle Conseil Canadien Developpement Social,6766,2018-01-01 14:39:36.717
2948,Canadian Centre On Substance Abuse,Canadian On Substance Abuse,3351,2018-01-01 14:39:36.717
7435,Canadian Association On Water Quality,Canadian On Water Quality,8576,2018-01-01 14:39:36.717
2844,Canadian Opera Company,Canadian Opera,3203,2018-01-01 14:39:36.717
4703,Canadian Opera House Corporation,Canadian Opera House,5551,2018-01-01 14:39:36.717
4268,Canadian Organic Growers Inc,Canadian Organic Growers,8882,2018-01-01 14:39:36.717
4268,Canadian Organic Growers Inc. / Cultivons Biologique Canada Inc.,Canadian Organic Growers Cultivons Biologique Canada,5048,2018-01-01 14:39:36.717
7053,The Canadian Orthopaedic Foundation-Fondation Canadienne D'Orthopedie,Canadian Orthopaedic Foundationfondation Canadienne Dorthopedie,8154,2018-01-01 14:39:36.717
12200,Canadian Pacific Railway Co,Canadian Pacific Railway,13796,2016-01-01 00:00:00.000
769,Canadian Paraplegic Association Ontario,Canadian Paraplegic Ontario,3269,2018-01-01 14:39:36.717
5756,Canadian Parents For French,Canadian Parents French,6740,2018-01-01 14:39:36.717
5541,Canadian Parents For French (Ontario),Canadian Parents French Ontario,6502,2018-01-01 14:39:36.717
7599,The Canadian Association For Parish Nursing Ministry (Capnm),Canadian Parish Nursing Ministry Capnm,8754,2018-01-01 14:39:36.717
12106,Canadian Parks Recreation Association,Canadian Parks Recreation,13690,2018-01-01 14:39:36.717
3905,Canadian Parks And Wilderness Society La Société Pour La Nature Et Les Parcs Du Canada,Canadian Parks Wilderness La Société Pour La Nature Et Les Parcs Canada,4625,2018-01-01 14:39:36.717
5634,Canadian Pensioners Concerned Incorporated,Canadian Pensioners Concerned,6607,2018-01-01 14:39:36.717
5634,Canadian Pensioners Concerned Inc.,Canadian Pensioners Concerned,12132,2018-01-01 14:39:36.717
5634,Canadian Pensioners Concerned Inc. Ontario Division,Canadian Pensioners Concerned Ontario Division,12512,2018-01-01 14:39:36.717
7636,The Canadian Foundation For Pharmacy/La Fondation Canadienne,Canadian Pharmacyla Fondation Canadienne,8796,2018-01-01 14:39:36.717
3233,Canadian Foundation For Physically Disabled Persons,Canadian Physically Disabled Persons,3792,2018-01-01 14:39:36.717
4514,Canadian Physicians For Aid And Relief,Canadian Physicians Aid Relief,5345,2018-01-01 14:39:36.717
8761,Canadian Physicians For Life-Medecins Du Canada Pour Le Respect De La Vie,Canadian Physicians Lifemedecins Canada Pour Le Respect La Vie,10043,2018-01-01 14:39:36.717
7555,Canadian Physicians For Research And Education In Peace (C-Prep),Canadian Physicians Research Education In Peace Cprep,8705,2018-01-01 14:39:36.717
3583,Canadian Centre For Policy Alternatives / Centre Canadien Depolitiques Alternatives,Canadian Policy Alternatives Canadien Depolitiques Alternatives,4231,2018-01-01 14:39:36.717
3583,Canadian Centre For Policy Alternatives / Centre Canadien Derecherche En Politiques De Rechange,Canadian Policy Alternatives Canadien Derecherche En Politiques Rechange,4416,2018-01-01 14:39:36.717
11493,Canadian Polish Millennium Fund,Canadian Polish Millennium Fund,13044,2018-01-01 14:39:36.717
6024,Canadian Political Science Association Association Canadienne Science Politique,Canadian Political Science Canadienne Science Politique,7036,2018-01-01 14:39:36.717
5102,Canadian Power And Sail Squadrons - Escadrilles Canadiennes De Plaisance,Canadian Power Sail Squadrons Escadrilles Canadiennes Plaisance,6007,2018-01-01 14:39:36.717
5102,Canadian Power And Sail Squadrons - Les Escadrilles Canadiennes De Plaisance,Canadian Power Sail Squadrons Les Escadrilles Canadiennes Plaisance,6134,2018-01-01 14:39:36.717
8729,Canadian Progress Charitable Foundation,Canadian Progress Charitable,10010,2018-01-01 14:39:36.717
11768,Canadian Association Of Psychosocial Oncology/Association Canadienne D'Oncologie Psychosociale,Canadian Psychosocial Oncologyassociation Canadienne Doncologie Psychosociale,13328,2018-01-01 14:39:36.717
4051,Canadian Public Health Association,Canadian Public Health,4794,2018-01-01 14:39:36.717
10326,Canadian Public Policy-Analyse De Politiques,Canadian Public Policyanalyse Politiques,11781,2018-01-01 14:39:36.717
5212,Canadian Race Relations Foundation - Fondation Canadienne Des Relations Raciales,Canadian Race Relations Fondation Canadienne Des Relations Raciales,6138,2018-01-01 14:39:36.717
11485,Canadian Organization For Rare Disorders (Cord),Canadian Rare Disorders Cord,13036,2018-01-01 14:39:36.717
960,The Canadian Red Cross Society La Société Canadienne De La Croix-Rouge,Canadian Red Cross La Société Canadienne La Croixrouge,2402,2018-01-01 14:39:36.717
960,Canadian Red Cross Society/La Societe Canadienne De La Croix-Rouge,Canadian Red Cross Societyla Societe Canadienne La Croixrouge,960,2019-09-01 14:30:42.943
6894,Canadian Council For Reform Judaism,Canadian Reform Judaism,7980,2018-01-01 14:39:36.717
1266,Canadian Reformed Society For A Home For The Aged Inc,Canadian Reformed A Home Aged,3811,2018-01-01 14:39:36.717
4443,Canadian Reformed Kindergarten Society Of Attercliffe,Canadian Reformed Kindergarten Attercliffe,5262,2018-01-01 14:39:36.717
3074,Canadian Reformed School Society Of Attercliffe And Surrounding District Incorporated,Canadian Reformed School Attercliffe Surrounding District,3542,2018-01-01 14:39:36.717
5487,Canadian Reformed School Society Of Brampton And Toronto,Canadian Reformed School Brampton Toronto,6440,2018-01-01 14:39:36.717
3816,Canadian Reformed School Society Of Chatham & District,Canadian Reformed School Chatham District,4517,2018-01-01 14:39:36.717
5867,Canadian Reformed School Society Of Dufferin,Canadian Reformed School Dufferin,6862,2018-01-01 14:39:36.717
4831,"Canadian Reformed School Society Of Fergus, Guelph",Canadian Reformed School Fergus Guelph,5698,2018-01-01 14:39:36.717
5133,Canadian Reformed School Society Of Flamborough Incorporated,Canadian Reformed School Flamborough,6041,2018-01-01 14:39:36.717
5659,The Canadian Reformed School Society Of London And District Inc.,Canadian Reformed School London District,6632,2018-01-01 14:39:36.717
6975,Canadian Reformed School Society Of Ottawa,Canadian Reformed School Ottawa,8070,2018-01-01 14:39:36.717
6905,The Canadian Reformed School Society Of Owen Sound And District,Canadian Reformed School Owen Sound District,7994,2018-01-01 14:39:36.717
4323,Canadian Reformed School Society Of Smithville And Surrounding District Incorporated,Canadian Reformed School Smithville Surrounding District,5114,2018-01-01 14:39:36.717
3951,The Canadian Reformed Teachers' College Association,Canadian Reformed Teachers College,4678,2018-01-01 14:39:36.717
11677,The Canadian Centre For Refugee And Immigrant Health Care,Canadian Refugee Immigrant Health Care,13233,2018-01-01 14:39:36.717
5174,Canadian Religious Administrative Services Inc./Services Administratifs Religieux Canadiens Inc.,Canadian Religious Administrative Incservices Administratifs Religieux Canadiens,6090,2018-01-01 14:39:36.717
6716,Canadian Rep Theatre,Canadian Rep Theatre,7787,2018-01-01 14:39:36.717
6739,Canadian Research Institute For The Advancement Of Women/Institut Canadien De Recherches S,Canadian Research Institute Advancement Womeninstitut Canadien Recherches S,7810,2018-01-01 14:39:36.717
5727,Canadian Association Of Research Libraries/Association Des Bibliotheques De Recherche Du Canada,Canadian Research Librariesassociation Des Bibliotheques Recherche Canada,6708,2018-01-01 14:39:36.717
8402,Canadian Resource Centre For Victims Of Crime,Canadian Resource Victims Crime,9641,2018-01-01 14:39:36.717
8999,Canadian Rights Action Foundation,Canadian Rights Action,10296,2018-01-01 14:39:36.717
6644,Canadian Roots Exchange,Canadian Roots Exchange,7706,2018-01-01 14:39:36.717
8920,The Canadian Royal Heritage Trust,Canadian Royal Heritage Trust,10208,2018-01-01 14:39:36.717
11767,Canadian Safe Boating Council / Conseil Canadien De La Sécurité Nautique,Canadian Safe Boating Conseil Canadien La Sécurité Nautique,13326,2018-01-01 14:39:36.717
3532,The Canadian Safe School Network,Canadian Safe School Network,4172,2018-01-01 14:39:36.717
10501,Canadian Samaritans For Africa,Canadian Samaritans Africa,11968,2018-01-01 14:39:36.717
4286,Canadian Association Of Schools Of Nursing / Association Canadienne Des Écoles De Sciences Infirmières,Canadian Schools Nursing Canadienne Des Écoles Infirmières,5070,2018-01-01 14:39:36.717
4286,Canadian Association Of Schools Of Nursing (Casn) / Association Canadienne Des Etudes De Sciences Infirmieres (Acesi),Canadian Schools Nursing Canadienne Des Etudes Infirmieres Casn Acesi,5672,2018-01-01 14:39:36.717
5751,The Canadian Association Of Science Centres / L'Association Canadienne Des Centres De Sciences,Canadian Science Lassociation Canadienne Des,6734,2018-01-01 14:39:36.717
8848,The Canadian Scientific And Christian Affiliation Inc,Canadian Scientific Christian Affiliation,10133,2018-01-01 14:39:36.717
10545,The Canadian Association For Security And Intelligence Studies,Canadian Security Intelligence Studies,12017,2018-01-01 14:39:36.717
6403,Canadian Shaare Zedek Hospital Foundation/Fondation Canadienne De L'Hopital Shaare Zedek,Canadian Shaare Zedek Hospital Foundationfondation Canadienne Lhopital Shaare Zedek,7447,2018-01-01 14:39:36.717
3243,Canadian Sinfonietta,Canadian Sinfonietta,3808,2018-01-01 14:39:36.717
9473,The Canadian Ski Museum Inc. - Le Musee Canadien Du Ski Inc.,Canadian Ski Museum Le Musee Canadien Ski,10826,2018-01-01 14:39:36.717
3766,Canadian Ski Patrol - Patrouille Canadienne De Ski,Canadian Ski Patrol Patrouille Canadienne Ski,4459,2018-01-01 14:39:36.717
3766,Canadian Ski Patrol System-Organisation De La Patrouille Canadienne De Ski,Canadian Ski Patrol Systemorganisation La Patrouille Canadienne Ski,7345,2018-01-01 14:39:36.717
6991,Canadian Association For Social Work Education / Association Canadienne Pour La Formation En Travail Social,Canadian Social Work Education Canadienne Pour La Formation En Travail Social,8088,2018-01-01 14:39:36.717
6991,Canadian Association For Social Work Education (Caswe)/ Association Canadienne Pour La Formation En Travail Social (Acfts),Canadian Social Work Education Canadienne Pour La Formation En Travail Social Caswe Acfts,9297,2018-01-01 14:39:36.717
6991,Canadian Association For Social Work Education / Association Canadienne Pour La Formation En Travail Sociale,Canadian Social Work Education Canadienne Pour La Formation En Travail Sociale,9241,2018-01-01 14:39:36.717
8255,Canadian South America Mission Inc.,Canadian South America Mission,9478,2018-01-01 14:39:36.717
10254,Canadian South Asian Growth And Support Services (Csagss),Canadian South Asian Growth Support Csagss,11699,2018-01-01 14:39:36.717
4473,The Canadian Association Of Speech-Language Pathologists And Audiologists,Canadian Speechlanguage Pathologists Audiologists,5361,2018-01-01 14:39:36.717
4473,The Canadian Association Of Speech-Language Pathologists And Audiologists / Association Canadienne Des Orthophonistes Et Audiologists,Canadian Speechlanguage Pathologists Audiologists Canadienne Des Orthophonistes Et Audiologists,5294,2018-01-01 14:39:36.717
5941,Canadian Spinal Research Organization,Canadian Spinal Research,6941,2018-01-01 14:39:36.717
7867,Canadian Spine Research & Education Fund,Canadian Spine Research Education Fund,9051,2018-01-01 14:39:36.717
3663,The Canadian Association For Spiritual Care/Association Canadienne Des Soins Spirituels,Canadian Spiritual Careassociation Canadienne Des Soins Spirituels,4328,2018-01-01 14:39:36.717
6981,Canadian Academy Of Sport And Exercise Medicine/Académie Canadienne De Médecine Du Sport Et De L'Exercice,Canadian Sport Exercise Medicineacadémie Canadienne Médecine Sport Et Lexercice,8076,2018-01-01 14:39:36.717
1954,Canadian Sport Institute Ontario,Canadian Sport Institute Ontario,1954,2019-09-01 14:30:42.943
3078,The Canadian Stage Corporation,Canadian Stage,3548,2018-01-01 14:39:36.717
11133,Canadian Stage Band Festival,Canadian Stage Band Festival,13321,2018-01-01 14:39:36.717
12718,Canadian Standards Association (Csa Group),Canadian Standards Csa,15017,2020-01-01 00:00:00.000
3559,The Canadian Stem Cell Foundation / La Fondation Canadienne De Cellules Souches,Canadian Stem Cell La Fondation Canadienne Cellules Souches,4205,2018-01-01 14:39:36.717
5924,International Council For Canadian Studies Conseil International D'Etudes Canadiennes,Canadian Studies Conseil Detudes Canadiennes,6923,2018-01-01 14:39:36.717
5924,International Council For Canadian Studies Conseil International D'Études Canadiennes,Canadian Studies Conseil Détudes Canadiennes,7350,2018-01-01 14:39:36.717
7424,Canadian Society For The Study Of Education-Societe Canadienne Pour L'Etude De L'Education,Canadian Study Educationsociete Canadienne Pour Letude Leducation,8564,2018-01-01 14:39:36.717
11282,Canadian Association For Suicide Prevention/L'Association Canadienne Pour La Prevention Du Suicide,Canadian Suicide Preventionlassociation Canadienne Pour La Prevention Suicide,12820,2018-01-01 14:39:36.717
5364,Canadian Sunday School Mission Inc. Ontario Branch,Canadian Sunday School Mission Ontario Branch,6302,2018-01-01 14:39:36.717
10658,Canadian Support Of Rural African Initiatives (Csrai),Canadian Support Rural African Initiatives Csrai,12151,2018-01-01 14:39:36.717
10093,Canadian International Tattoo Association Inc.,Canadian Tattoo,11521,2018-01-01 14:39:36.717
2677,Canadian Tax Foundation / Fondation Canadienne De Fiscalité,Canadian Tax Fondation Canadienne Fiscalité,2957,2018-01-01 14:39:36.717
9751,The Canadian Testicular Cancer Association,Canadian Testicular Cancer,12082,2018-01-01 14:39:36.717
6570,Canadian Theatre Festival Society,Canadian Theatre Festival,7627,2018-01-01 14:39:36.717
6197,Professional Association Of Canadian Theatres / Association Professionnelle Des Theatres Canadiens,Canadian Theatres Professionnelle Des Theatres Canadiens,7226,2018-01-01 14:39:36.717
8860,Canadian Theological Forum,Canadian Theological Forum,10145,2018-01-01 14:39:36.717
9764,Canadian Therapeutic Riding Association / L'Association Canadienne D'Équitation Thérapeutique,Canadian Therapeutic Riding Lassociation Canadienne Déquitation Thérapeutique,11158,2018-01-01 14:39:36.717
1118,Canadian Thoroughbred Horse Society (Ontario Division),Canadian Thoroughbred Horse Ontario Division,1118,2019-09-01 14:30:42.943
3412,Canadian Tire Jumpstart Charities/Oeuvre Bon Depart De Canadian Tire,Canadian Tire Jumpstart Charitiesoeuvre Bon Depart Canadian Tire,4033,2018-01-01 14:39:36.717
6996,The Canadian Centre To End Human Trafficking / Le Centre Canadien Pour Mettre Fin À La Traite Des Personnes,Canadian To End Human Trafficking Le Canadien Pour Mettre Fin À La Traite Des Personnes,8094,2018-01-01 14:39:36.717
4970,Canadian Council For Tobacco Control/Conseil Canadien Pour Le Controle Du Tabac,Canadian Tobacco Controlconseil Canadien Pour Le Controle Tabac,5860,2018-01-01 14:39:36.717
4096,Canadian Centre For Torture Victims (Toronto) Inc,Canadian Torture Victims Toronto,4847,2018-01-01 14:39:36.717
11300,Canadian Transplant Association/L'Association Canadien Ne Pour Les Greffes,Canadian Transplant Associationlassociation Canadien Ne Pour Les Greffes,12840,2018-01-01 14:39:36.717
7280,The Canadian Tulip Festival Inc./Le Festival Canadien Des Tulipes Inc.,Canadian Tulip Festival Incle Festival Canadien Des Tulipes,10038,2018-01-01 14:39:36.717
7280,The Canadian Tulip Festival Inc /Le Festival Canadien Des Tulipes Inc,Canadian Tulip Festival Le Festival Canadien Des Tulipes,8404,2018-01-01 14:39:36.717
7280,The Canadian Tulip Legacy / La Société Du Patrimoine Tulip Canadienne,Canadian Tulip Legacy La Société Patrimoine Tulip Canadienne,10752,2018-01-01 14:39:36.717
3558,Canadian Turkish Friendship Community,Canadian Turkish Friendship Community,4204,2018-01-01 14:39:36.717
4448,Canadian Ukrainian Immigrant Aid Society,Canadian Ukrainian Immigrant Aid,5267,2018-01-01 14:39:36.717
5510,Canadian Foundation For Ukrainian Studies,Canadian Ukrainian Studies,6465,2018-01-01 14:39:36.717
2794,Canadian Unicef Committee - Comite Unicef Canada,Canadian Unicef Committee Comite Unicef Canada,3206,2018-01-01 14:39:36.717
2794,Canadian Unicef Committee Comite Unicef Canada,Canadian Unicef Committee Comite Unicef Canada,3133,2018-01-01 14:39:36.717
150,Canadian Union Of Public Employees,Canadian Union Public Employees,13983,2016-01-01 00:00:00.000
5159,Canadian Unitarian Council,Canadian Unitarian,6074,2018-01-01 14:39:36.717
7670,Association Of Canadian Universities For Northern Studies-Association Univ Canadienne D Et,Canadian Universities Northern Studiesassociation Univ Canadienne D,8833,2018-01-01 14:39:36.717
4297,Canadian Association Of University Business Officers (Caubo) Association Canadienne Du Personnel Administratif Universitaire (Acpau),Canadian University Officers Canadienne Personnel Administratif Universitaire Caubo Acpau,5084,2018-01-01 14:39:36.717
10991,Canadian Association Of University Teachers Of German,Canadian University Teachers German,12517,2018-01-01 14:39:36.717
3835,Canadian Urban Institute,Canadian Urban Institute,4539,2018-01-01 14:39:36.717
1587,Canadian Urban Transit Research And Innovation Consortium (Cutric),Canadian Urban Transit Research Innovation Consortium Cutric,1587,2019-09-01 14:30:42.943
10201,Canadian Vincentian Congregation Association,Canadian Vincentian Congregation,11641,2018-01-01 14:39:36.717
7162,Canadian Virtual Health Library / Bibliothèque Virtuelle Canadienne De La Santé,Canadian Virtual Health Library Bibliothèque Virtuelle Canadienne La Santé,8279,2018-01-01 14:39:36.717
4120,Canadian Warplane Heritage,Canadian Warplane Heritage,4876,2018-01-01 14:39:36.717
12010,Canadian Wealth Charitable Trust,Canadian Wealth Charitable Trust,13593,2018-01-01 14:39:36.717
4589,The Canadian Society For The Weizmann Institute Of Science,Canadian Weizmann Institute Science,5426,2018-01-01 14:39:36.717
9386,The Canadian Wesleyan Missions Board,Canadian Wesleyan Missions,10728,2018-01-01 14:39:36.717
3035,Canadian Wildlife Federation / Fédération Canadienne De La Faune,Canadian Wildlife Federation Fédération Canadienne La Faune,3482,2018-01-01 14:39:36.717
3035,Canadian Wildlife Federation Inc. La Federation Canadienne De La Faune Inc.,Canadian Wildlife Federation La Federation Canadienne La Faune,3562,2018-01-01 14:39:36.717
8629,Canadian Wildlife Foundation / Fondation Canadienne De La Faune,Canadian Wildlife Fondation Canadienne La Faune,9896,2018-01-01 14:39:36.717
9385,Canadian Centre For Women'S Education And Development (Ontario),Canadian Womens Education Ontario,10727,2018-01-01 14:39:36.717
3415,Canadian Women'S Foundation / Fondation Canadienne Des Femmes,Canadian Womens Fondation Canadienne Des Femmes,4036,2018-01-01 14:39:36.717
8340,The Canadian Foundation For Women'S Health,Canadian Womens Health,9574,2018-01-01 14:39:36.717
4201,Canadian Working Group On Hiv And Rehabilitation/Groupe De Travail Canadien Sur Le Vih Et La Reinsertion Sociale,Canadian Working On Hiv Rehabilitationgroupe Travail Canadien Sur Le Vih Et La Reinsertion Sociale,5811,2018-01-01 14:39:36.717
4201,Canadian Working Group On Hiv And Rehabilitation/Groupe De Travail Canadien Sur Le Vih Et La Réinsertion Sociale,Canadian Working On Hiv Rehabilitationgroupe Travail Canadien Sur Le Vih Et La Réinsertion Sociale,5842,2018-01-01 14:39:36.717
2365,Canadian Centre For World Mission,Canadian World Mission,2443,2018-01-01 14:39:36.717
11203,Canadian Association Of World War 11 Veterans Of The Soviet Union,Canadian World War 11 Veterans Soviet Union,12739,2018-01-01 14:39:36.717
9481,Canadian Worship And Music Ministry Association,Canadian Worship Music Ministry,10837,2018-01-01 14:39:36.717
6004,Canadian Society For Yad Vashem,Canadian Yad Vashem,7014,2018-01-01 14:39:36.717
8908,"Canadian Yearly Meeting Of The Religious Society Of Friends,",Canadian Yearly Meeting Religious Friends,10195,2018-01-01 14:39:36.717
9980,The Canadian Yeshiva & Rabbinical School,Canadian Yeshiva Rabbinical School,11399,2018-01-01 14:39:36.717
7611,Canadian Youth Network,Canadian Youth Network,8769,2018-01-01 14:39:36.717
6300,The Canadian Zionist Cultural Association,Canadian Zionist Cultural,7337,2018-01-01 14:39:36.717
6346,Canadian Association Of Zoos And Aquariums / Association Deszoos Et Aquariums Du Canada,Canadian Zoos Aquariums Deszoos Et Aquariums Canada,12018,2018-01-01 14:39:36.717
4213,Canadiana.Org,Canadianaorg,4986,2018-01-01 14:39:36.717
8353,Canadians For Choice/Canadien(Ne)S Pour La Liberte De Choix,Canadians Choicecanadiens Pour La Liberte Choix Ne,9588,2018-01-01 14:39:36.717
11523,Canadians For Vanessa'S Law Inc.,Canadians Vanessas,13076,2018-01-01 14:39:36.717
1780,Centre Canadien De Leadership En Evaluation Inc,Canadien Leadership En Evaluation,1780,2019-09-01 14:30:42.943
1372,Association Canadienne-Francaise De L'Ontario Conseil Regional Des Mille-Iles Kingston,Canadiennefrancaise Lontario Conseil Des Milleiles Kingston,1372,2019-09-01 14:30:42.943
585,Canadore College Of Applied Arts & Technology,Canadore College Applied Arts,585,2019-09-01 14:30:42.943
2427,Canadore College Of Applied Arts And Technology Scholarship,Canadore College Applied Arts Scholarship,2559,2018-01-01 14:39:36.717
4508,Can-Am Indian Friendship Centre Of Windsor,Canam Indian Friendship Windsor,5335,2018-01-01 14:39:36.717
5987,Can-Am Urban Native Non-Profit Homes (Windsor) Inc,Canam Urban Native Nonprofit Windsor,6995,2018-01-01 14:39:36.717
11780,"Canary Research Institute For Mining, Environment, And Health",Canary Research Institute Mining Environment Health,13344,2018-01-01 14:39:36.717
11230,Canasian Dance Festival,Canasian Dance Festival,12766,2018-01-01 14:39:36.717
9161,Cancer Assistance Services Of Halton Hills,Cancer Assistance Halton Hills,10478,2018-01-01 14:39:36.717
7453,Cancer Assistance Program City Of Hamilton & District,Cancer Assistance Program City Hamilton District,8596,2018-01-01 14:39:36.717
7453,Cancer Assistance Program Mount Hamilton And District,Cancer Assistance Program Mount Hamilton District,9430,2018-01-01 14:39:36.717
1822,Cancer Care Ontario,Cancer Care Ontario,1822,2019-09-01 14:30:42.943
9807,Cancer Education Research Foundation (Cerf),Cancer Education Research Cerf,11203,2018-01-01 14:39:36.717
7099,Foundation For Cancer Wellness,Cancer Wellness,9221,2018-01-01 14:39:36.717
2693,Candlelighters Childhood Cancer Support Programs Inc.,Candlelighters Childhood Cancer Support Programs,2982,2018-01-01 14:39:36.717
7838,Candlelighters Simcoe-Parents Of Children With Cancer,Candlelighters Simcoeparents Children With Cancer,9020,2018-01-01 14:39:36.717
12802,Candu Energy Inc,Candu Energy,14585,2017-11-01 00:00:00.000
774,Canes Community Care,Canes Community Care,774,2019-09-01 14:30:42.943
11756,Can-Map Canadian Medicine Aid Programme,Canmap Canadian Aid Programme,13314,2018-01-01 14:39:36.717
8372,Cannington And Area Historical Society,Cannington Area Historical,9611,2018-01-01 14:39:36.717
5213,Canpak Health & Education Development Association,Canpak Health Education,6139,2018-01-01 14:39:36.717
12804,Canpar Transport Lp/Canpar Transport Sec,Canpar Transport Lpcanpar Transport Sec,14589,2017-12-01 00:00:00.000
7505,Cantabile Choirs Of Kingston,Cantabile Choirs Kingston,8653,2018-01-01 14:39:36.717
11753,Canteen Destiny,Canteen Destiny,13311,2018-01-01 14:39:36.717
5854,Canterbury Clinic,Canterbury,6848,2018-01-01 14:39:36.717
6043,Canterbury College,Canterbury College,7057,2018-01-01 14:39:36.717
4407,Canterio International For Sustainable Development,Canterio Sustainable,11939,2018-01-01 14:39:36.717
11630,Cantiamo Girls Choir Of Ottawa,Cantiamo Girls Choir Ottawa,13186,2018-01-01 14:39:36.717
5630,Cantorion Cymraeg-Canada/Canadian Welsh Singers Inc.,Cantorion Cymraegcanadacanadian Welsh Singers,6601,2018-01-01 14:39:36.717
12174,"Canusa Cps, A Division Of Shawcor Ltd.",Canusa Cps A Division Shawcor,13766,2016-01-01 00:00:00.000
7241,Can-Voice Consumer/Survivor Community Support Services,Canvoice Consumersurvivor Community Support,8362,2018-01-01 14:39:36.717
9449,Cap Network Inc.,Cap Network,11310,2018-01-01 14:39:36.717
151,Capability Support Services Inc.,Capability Support,4440,2018-01-01 14:39:36.717
151,Capability Support Services Inc,Capability Support,151,2019-09-01 14:30:42.943
6091,Capacity Canada,Capacity Canada,7110,2018-01-01 14:39:36.717
6091,Capacity Waterloo Region,Capacity Waterloo Region,9467,2018-01-01 14:39:36.717
9449,Cap/Aids Network Inc.,Capaids Network,10800,2018-01-01 14:39:36.717
9113,Capital City Condors,Capital City Condors,10424,2018-01-01 14:39:36.717
8254,Capital City Mission Inc.,Capital City Mission,9477,2018-01-01 14:39:36.717
3453,Capital Day Care Centre Inc.,Capital Day Care,4080,2018-01-01 14:39:36.717
7890,Capital Heritage Connexion Connexion Patrimoine De La Capitale,Capital Heritage Connexion Connexion Patrimoine La Capitale,9699,2018-01-01 14:39:36.717
12988,Capital Hotel Lp (Fairmont Chateau Laurier),Capital Lp Fairmont Chateau Laurier,14898,2019-06-01 00:00:00.000
11614,"Capital Strings And Voices Collective, Incorporated",Capital Strings Voices Collective,13170,2018-01-01 14:39:36.717
9300,Capitalize For Kids Foundation,Capitalize Kids,10634,2018-01-01 14:39:36.717
6424,Capitol Theatre Heritage Foundation,Capitol Theatre Heritage,7469,2018-01-01 14:39:36.717
5108,Capreol Child Care Centre,Capreol Child Care,6013,2018-01-01 14:39:36.717
1620,Capreol Nurse Pracititioner Led Clinic,Capreol Nurse Pracititioner Led,1620,2019-09-01 14:30:42.943
6779,Capuchin Outreach To The Poor Parkdale,Capuchin Outreach To Poor Parkdale,7854,2018-01-01 14:39:36.717
